century-city,6.0
porter-ranch,7.0
panorama-city,2.8
sun-valley,3.6
veterans-administration,5.5
arlington-heights,3.8
sylmar,3.6
venice,4.6
playa-vista,4.6
del-rey,3.8
pasadena,4.8
encino,6.2
elysian-valley,5.2
torrance,8.6
la-crescenta-montrose,9.6
valley-village,7.0
toluca-lake,6.0
harvard-park,1.6
manhattan-beach,10.0
mid-wilshire,4.2
bel-air,6.6
leimert-park,1.4
studio-city,7.2
hermosa-beach,9.8
del-aire,6.0
east-los-angeles,4.4
calabasas,6.0
carthay,5.0
west-hills,6.8
fairfax,5.4
rolling-hills-estates,9.4
elysian-park,5.2
mission-hills,5.0
playa-del-rey,4.0
pacoima,3.4
marina-del-rey,4.8
vermont-vista,1.6
rolling-hills,9.0
harvard-heights,3.2
lennox,4.0
inglewood,2.2
montecito-heights,4.4
sherman-oaks,5.6
east-hollywood,4.6
pico-union,3.4
hollywood-hills-west,6.4
highland-park,5.0
mount-washington,6.4
redondo-beach,7.8
topanga,8.2
baldwin-hillscrenshaw,1.4
brentwood,6.8
echo-park,7.0
glendale,7.4
vermont-square,1.2
universal-city,6.0
west-adams,2.4
chatsworth,6.0
watts,2.0
rancho-palos-verdes,9.0
el-segundo,9.0
el-sereno,4.0
view-park-windsor-hills,2.2
burbank,6.8
lomita,4.6
vermont-knolls,1.2
hansen-dam,4.4
unincorporated-santa-monica-mountains,7.2
university-park,3.0
van-nuys,3.8
eagle-rock,6.6
sawtelle,4.0
westlake,4.0
rancho-park,6.6
pacific-palisades,8.6
florence,1.8
canoga-park,4.4
palos-verdes-estates,9.0
jefferson-park,2.2
sunland,6.0
vermont-slauson,1.8
athens,2.0
culver-city,8.0
westlake-village,9.0
glassell-park,3.2
granada-hills,6.6
hollywood,4.0
pico-robertson,5.8
cypress-park,3.8
agoura-hills,9.0
malibu,9.0
northridge,6.2
valley-glen,4.6
woodland-hills,5.8
west-hollywood,6.6
downtown,3.0
willowbrook,1.8
north-hollywood,3.2
beverlywood,6.6
gramercy-park,1.8
san-fernando,3.8
chatsworth-reservoir,3.8
chinatown,6.0
historic-south-central,3.0
westchester,3.2
north-hills,5.8
adams-normandie,2.6
ladera-heights,2.6
mar-vista,3.8
la-canada-flintridge,10.0
beverly-crest,5.8
hidden-hills,6.4
hyde-park,2.0
lake-balboa,3.0
sepulveda-basin,4.4
alondra-park,6.0
los-feliz,6.8
winnetka,3.6
tarzana,6.4
lawndale,5.0
silver-lake,7.4
windsor-square,7.0
manchester-square,1.8
shadow-hills,3.4
central-alameda,2.8
arleta,4.6
south-park,2.8
chesterfield-square,1.2
beverly-hills,8.4
cheviot-hills,7.0
palms,5.4
koreatown,6.0
hawthorne,5.2
florence-firestone,1.8
westwood,5.4
atwater-village,5.0
green-meadows,2.0
broadway-manchester,1.6
boyle-heights,2.0
santa-monica,8.6
hancock-park,7.0
tujunga,5.4
beverly-grove,6.4
hollywood-hills,5.6
altadena,4.2
griffith-park,7.0
westmont,2.0
west-los-angeles,6.0
mid-city,3.8
gardena,3.6
lincoln-heights,4.0
larchmont,5.0
reseda,4.0
lake-view-terrace,3.2
exposition-park,2.0
