arleta,89.8
burbank,72.2
canoga-park,85.2
chatsworth,79.6
chatsworth-reservoir,79.6
encino,72.2
granada-hills,88.9
hansen-dam,89.8
lake-balboa,85.2
lake-view-terrace,83.3
mission-hills,88.9
north-hills,96.3
north-hollywood,73.1
northridge,81.5
pacoima,89.8
panorama-city,89.8
porter-ranch,81.5
reseda,87.0
san-fernando,94.4
sepulveda-basin,94.4
shadow-hills,84.3
sherman-oaks,70.4
studio-city,57.4
sun-valley,88.9
sylmar,94.4
tarzana,85.2
toluca-lake,66.7
universal-city,57.4
valley-glen,72.2
valley-village,63.0
van-nuys,81.5
west-hills,79.6
winnetka,88.9
woodland-hills,74.1
altadena,85.2
glendale,77.8
la-canada-flintridge,66.7
la-crescenta-montrose,74.1
pasadena,68.5
sunland,79.6
tujunga,79.6
agoura-hills,70.4
calabasas,66.7
hidden-hills,81.5
malibu,0.0
topanga,29.6
unincorporated-santa-monica-mountains,44.4
westlake-village,63.0
atwater-village,61.1
cypress-park,77.8
eagle-rock,68.5
glassell-park,70.4
highland-park,85.2
montecito-heights,59.3
mount-washington,63.0
boyle-heights,88.9
east-los-angeles,85.2
el-sereno,72.2
lincoln-heights,88.9
arlington-heights,83.3
beverly-grove,31.5
carthay,59.3
chinatown,57.4
downtown,5.6
east-hollywood,63.0
echo-park,57.4
elysian-park,70.4
elysian-valley,70.4
fairfax,46.3
griffith-park,57.4
hancock-park,55.6
harvard-heights,85.2
hollywood,51.9
hollywood-hills,37.0
hollywood-hills-west,37.0
koreatown,44.4
larchmont,48.1
los-feliz,57.4
mid-city,81.5
mid-wilshire,57.4
pico-union,74.1
silver-lake,46.3
west-hollywood,44.4
westlake,81.5
windsor-square,46.3
adams-normandie,77.8
athens,96.3
baldwin-hillscrenshaw,81.5
broadway-manchester,94.4
central-alameda,81.5
chesterfield-square,88.9
exposition-park,81.5
florence,94.4
florence-firestone,94.4
gramercy-park,100.0
green-meadows,94.4
harvard-park,88.9
historic-south-central,87.0
hyde-park,96.3
jefferson-park,83.3
leimert-park,85.2
manchester-square,98.1
south-park,90.7
university-park,66.7
vermont-knolls,94.4
vermont-slauson,94.4
vermont-square,94.4
vermont-vista,94.4
view-park-windsor-hills,74.1
watts,96.3
west-adams,79.6
westmont,100.0
willowbrook,96.3
alondra-park,90.7
del-aire,98.1
el-segundo,55.6
gardena,96.3
hawthorne,98.1
hermosa-beach,31.5
inglewood,96.3
lawndale,90.7
lennox,92.6
lomita,85.2
manhattan-beach,22.2
palos-verdes-estates,37.0
playa-del-rey,51.9
rancho-palos-verdes,37.0
redondo-beach,66.7
rolling-hills,37.0
rolling-hills-estates,37.0
torrance,83.3
westchester,42.6
bel-air,35.2
beverly-crest,35.2
beverly-hills,33.3
beverlywood,64.8
brentwood,20.4
century-city,24.1
cheviot-hills,64.8
culver-city,55.6
del-rey,55.6
ladera-heights,66.7
marina-del-rey,35.2
mar-vista,61.1
pacific-palisades,11.1
palms,64.8
pico-robertson,57.4
playa-vista,59.3
rancho-park,66.7
santa-monica,24.1
sawtelle,51.9
venice,7.4
veterans-administration,51.9
west-los-angeles,51.9
westwood,27.8
