arleta,7
burbank,7
canoga-park,6
chatsworth,6
chatsworth-reservoir,6
encino,6
granada-hills,6
hansen-dam,7
lake-balboa,6
lake-view-terrace,7
mission-hills,6
north-hills,6
north-hollywood,7
northridge,6
pacoima,7
panorama-city,7
porter-ranch,6
reseda,6
san-fernando,7
sepulveda-basin,6
shadow-hills,7
sherman-oaks,7
studio-city,7
sun-valley,7
sylmar,7
tarzana,6
toluca-lake,7
universal-city,7
valley-glen,7
valley-village,7
van-nuys,7
west-hills,6
winnetka,6
woodland-hills,6
altadena,8
glendale,7
la-canada-flintridge,8
la-crescenta-montrose,8
pasadena,8
sunland,8
tujunga,8
agoura-hills,6
calabasas,6
hidden-hills,6
malibu,2
topanga,2
unincorporated-santa-monica-mountains,2
westlake-village,6
atwater-village,1
cypress-park,1
eagle-rock,8
glassell-park,1
highland-park,8
montecito-heights,1
mount-washington,8
boyle-heights,1
east-los-angeles,1
el-sereno,1
lincoln-heights,1
arlington-heights,1
beverly-grove,1
carthay,1
chinatown,1
downtown,1
east-hollywood,1
echo-park,1
elysian-park,1
elysian-valley,1
fairfax,1
griffith-park,1
hancock-park,1
harvard-heights,1
hollywood,1
hollywood-hills,1
hollywood-hills-west,1
koreatown,1
larchmont,1
los-feliz,1
mid-city,1
mid-wilshire,1
pico-union,1
silver-lake,1
west-hollywood,1
westlake,1
windsor-square,1
adams-normandie,1
athens,3
baldwin-hillscrenshaw,1
broadway-manchester,12
central-alameda,1
chesterfield-square,1
exposition-park,1
florence,12
florence-firestone,12
gramercy-park,3
green-meadows,12
harvard-park,1
historic-south-central,1
hyde-park,1
jefferson-park,1
leimert-park,1
manchester-square,3
south-park,1
university-park,1
vermont-knolls,3
vermont-slauson,3
vermont-square,1
vermont-vista,3
view-park-windsor-hills,1
watts,12
west-adams,1
westmont,3
willowbrook,12
alondra-park,3
del-aire,3
el-segundo,3
gardena,3
hawthorne,3
hermosa-beach,3
inglewood,3
lawndale,3
lennox,3
lomita,3
manhattan-beach,3
palos-verdes-estates,3
playa-del-rey,3
rancho-palos-verdes,3
redondo-beach,3
rolling-hills,3
rolling-hills-estates,3
torrance,3
westchester,3
bel-air,2
beverly-crest,2
beverly-hills,2
beverlywood,2
brentwood,2
century-city,2
cheviot-hills,2
culver-city,2
del-rey,2
ladera-heights,2
marina-del-rey,2
mar-vista,2
pacific-palisades,2
palms,2
pico-robertson,2
playa-vista,2
rancho-park,2
santa-monica,2
sawtelle,2
venice,2
veterans-administration,2
west-los-angeles,2
westwood,2
